Biomarker,Causal Value
secY_IgG,0.02723842942165405
H. Pylori53_IgG,0.04604409564788171
BcLF1_IgG,0.05802631286290465
HP1045_IgG,0.005185471439728103
secE_IgG,0.0905458763637045
BORF2_IgG,0.008947083670211985
EBNA3A_IgG,-0.08199965289467244
A73_IgG,0.06757459015030413
HP0892_IgG,0.04719217323216629
BNRF1_IgG,-0.014132742106708346
minC_IgG,0.047359445357822584
secA_IgG,0.03789469529839655
fabZ_IgG,0.06723092628553376
BRRF2_IgG,0.07393837532897815
Fusobacterium_nucleatum9_IgG,0.026758315327315887
HP1028_IgG,0.06773942222137215
HP0266_IgG,0.04684022856893061
BDLF1_IgG,-0.043002016518984124
BMRF1_IgG,0.11689761915068986
BALF2_IgG,-0.009788413238330577
Fusobacterium_nucleatum11_IgG,0.10543259617797716
HP1274_IgG,0.02603634691760419
HP0611_IgG,0.06783043087972071
HP1090_IgG,0.04739796860089271
HP0408_IgG,0.047833476261964374
Fusobacterium_nucleatum14_IgG,0.04680159032904583
BKRF3_IgG,0.027012698860354893
rplO_IgG,0.04740943837586033
EBNA-3B_IgG,-0.002767131542312837
BBLF1_IgG,0.040407106274394755
BLLF3_IgG,0.041100353948299
BHRF1_IgG,0.03943125017273564
EBNA-3C_IgG,-0.020596925571765942
EBNA-1_IgG,-0.05987507511937157
HP0016_IgG,0.06718236101268268
DCTN4_cGST_IgG,0.0675507041176895
Fusobacterium_nucleatum17_IgG,0.05145630641937968
Fusobacterium_nucleatum18_IgG,0.0463359948927952
Fusobacterium_nucleatum19_IgG,0.046895417237649555
HP0539_IgG,0.04718806346283473
HP0924_IgG,0.06722496478652151
trmD_IgG,0.06718221540493638
HP1129_IgG,0.04683542000074826
H. Pylori59_IgG,0.06695230998335504
H. Pylori60_IgG,0.06724810169895641
HP0820_IgG,0.06722489035597086
rnhA_IgG,0.06718211558840491
HP0180_IgG,0.06722486496137632
HP0657_IgG,0.08624197448927695
prmA_IgG,0.05700946060278008
HP0921_IgG,0.06742389361907014
HP0700_IgG,0.06743538007975733
HP1108_IgG,0.06722474051463699
H. Pylori63_IgG,0.06622474115557639
HP0511_IgG,0.06772614503396826
H. Pylori65_IgG,0.06547323240057286
HP0728_IgG,0.05851805711614706
HP0729_IgG,0.06718176848851397
rpsC_IgG,0.04692557809552654
HP0947_IgG,0.05851800889190404
HP1196_IgG,0.0669518639412974
HP1182_IgG,0.046973240064195614
HP0916_IgG,0.06420770953593441
HP0342_IgG,0.02290053005100877
HP1518_IgG,0.04652240822328242
HP0923_IgG,-0.04120731376873081
HP1217_IgG,0.007267933839639193
H. Pylori68_IgG,0.025565758395632212
H. Pylori70_IgG,0.06718137260988656
HP0874_IgG,0.02468314672612907
HP0884_IgG,0.04738499186915039
valS_IgG,0.06601178599051839
ruvB_IgG,0.02661678325640546
H. Pylori71_IgG,0.04650181007074816
HP0977_IgG,0.06715788512156325
HP0032_IgG,0.05851737571736273
HP1259_IgG,0.04718611503067683
HP0751_IgG,0.06722384490214975
HP0506_IgG,0.04544726621255368
HP1581_IgG,0.04685789382667327
HP0898_IgG,0.06724693734749573
HP1189_IgG,0.06724693734749573
HP1287_IgG,0.06722375319338328
HP0677_IgG,0.06766563338714629
rpsB_IgG,0.0655768010088544
HP0257_IgG,0.08503763388499148
HP1365_IgG,0.04718603237561648
nusB_IgG,0.04689191767938766
lysS_IgG,0.07719912877900334
HP1024_IgG,0.0860334715826067
rbfA_IgG,0.0671807232929595
H. Pylori111_IgG,0.06722349663284113
flgG_IgG,0.06675602989790264
HP1340_IgG,0.06715734445334343
HP0434_IgG,0.06697281713358906
obgE_IgG,0.06675598192758858
H. Pylori117_IgG,0.05851673815353887
HP0709_IgG,0.06723862133661039
HP0395_IgG,0.05851671426403887
H. Pylori118_IgG,0.05851671426403887
H. Pylori123_IgG,0.06772463886869355
H. Pylori127_IgG,0.06743375179774559
H. Pylori132_IgG,0.06715715344486392
HP0404_IgG,0.058516642920636686
H. Pylori139_IgG,0.06756601721038052
H. Pylori141_IgG,0.05851661922017133
H. Pylori143_IgG,0.06779392280408605
H. Pylori144_IgG,0.06783749763479376
HP1589_IgG,0.06773173713013196
HP0519_IgG,0.06718029448852146
HP0711_IgG,0.058516524791773376
HP0156_IgG,0.06773169002208157
HP1080_IgG,0.06773169002208157
HP0663_IgG,0.0585164777893376
HP0880_IgG,0.0585164777893376
HP1383_IgG,0.0585164777893376
HP1507_IgG,0.06722292746519977
HP0383_IgG,0.05737350009188329
HP0525_IgG,0.026933973837048774
HP1560_IgG,0.06617718905488515
HP0736_IgG,0.047185831927597566
HP1525_IgG,0.0264444295051336
HP0735_IgG,0.07734955606244466
H. Pylori155_IgG,0.05700924603926433
HP1029_IgG,0.05700924603926433
HP0666_IgG,0.0773922409743782
HP1039_IgG,0.0773922409743782
flgC_IgG,0.09539826078763185
HP1161_IgG,0.07739219689262283
HP0267_IgG,0.026444423515235592
rpmB_IgG,0.04718566195476544
HP0938_IgG,0.046891721256379415
HP1065_IgG,0.05623618733907442
HP1008_IgG,0.026549003467717335
HP0423_IgG,0.037258288325008077
HP0606_IgG,0.08332854039062637
HP0467_IgG,0.05790340195802936
HP1104_IgG,0.09529328667078248
rplK_IgG,0.0462353875480215
rpsF_IgG,0.04436817488278884
HP0958_IgG,0.04384036490470404
HP1162_IgG,0.027530308892321186
HP0518_IgG,0.04542561928523726
HP1539_IgG,-0.014498509022183173
H. Pylori156_IgG,0.08555264624570694
HP0845_IgG,0.04380829059991716
HP1267_IgG,0.047338727999836364
HP0236_IgG,0.07380242371433315
H. Pylori157_IgG,0.04286881561837626
fliH_IgG,-0.03457537035388765
HP0601_IgG,0.011983050488754103
H. Pylori158_IgG,0.008157272082345183
HP1563_IgG,-0.03326904995086152
porA_IgG,-0.036515632727569323
HP0496_IgG,0.06573263697569703
rpsH_IgG,0.047184226551297184
HP0229_IgG,0.045772784197545574
HP0199_IgG,0.03852491510658195
HP0983_IgG,0.005672596477378031
HP0787_IgG,0.05800146035797217
HP1332_IgG,0.08623752047305683
HP1156_IgG,0.045772809992343975
engB_IgG,0.019312226071536407
HP1322_IgG,0.022509627780421225
HP0789_IgG,0.06772122508872004
HP0702_IgG,0.04687905624697448
HP0190_IgG,0.046499708270400106
tolB_IgG,0.06616262390373616
TFAP2A_cGST_IgG,0.046769688907438614
Fusobacterium_nucleatum24_IgG,0.06754518615343821
Fusobacterium_nucleatum27_IgG,0.08689833245467914
Fusobacterium_nucleatum29_IgG,0.06787007489241394
rplQ_IgG,0.06721994783756963
H. Pylori162_IgG,0.06772101189333794
HP0891_IgG,0.0671536611692141
HP1290_IgG,0.08670877125950772
HP0554_IgG,0.047648586088113606
HP1123_IgG,0.06747974723202915
HP0906_IgG,0.06721981832795493
HP1268_IgG,0.06721981832795493
HP0676_IgG,0.06717704571744104
BDLF2_IgG,0.08637323580359861
BALF4_IgG,0.044895950736904826
BFRF2_IgG,0.04718555462707166
BFRF1_IgG,0.04695230052054387
LMP-2A_IgG,0.046749252754258064
HP0189_IgG,0.07738969308417204
H. Pylori165_IgG,0.06717685899654458
HP0748_IgG,0.06721965323419857
H. Pylori166_IgG,0.066376790280621
HP1416_IgG,0.026697913374625456
HP0508_IgG,0.06721959355873096
HP1407_IgG,0.06626070206512508
HP1504_IgG,0.06772048686467681
rplT_IgG,0.06717669350121895
H. Pylori169_IgG,0.06731629987183696
H. Pylori171_IgG,0.06717667208689987
HP1057_IgG,0.004859437401261532
HP0659_IgG,-0.01305723096286947
rplJ_IgG,0.02430278500788648
HP1573_IgG,0.06641268333390973
HP0291_IgG,0.04782635880108216
HP1100_IgG,0.03305569338512317
H. Pylori172_IgG,0.06694615078522673
HP1450_IgG,0.046461208104190715
pyrH_IgG,0.06717644599813735
HP1042_IgG,0.06717644599813735
rpsI_IgG,0.046833099367715576
HP1393_IgG,0.06715274146887314
HP0339_IgG,0.05851247060952854
HP1368_IgG,0.06694602708093837
H. Pylori177_IgG,0.06721909365414876
HP1462_IgG,0.058512428466272526
ubiE_IgG,0.046817539863490056
HP0333_IgG,0.04689002894938668
HP1021_IgG,0.046727497979808415
H. Pylori180_IgG,0.06788308799704103
HP1230_IgG,0.0467422825841273
glyQ_IgG,0.06788306868138669
moaC_IgG,0.04689018237770547
HP0790_IgG,0.06715256043199941
HP1359_IgG,0.04689018257974941
HP1091_IgG,0.005364357005353117
HP1456_IgG,0.0633194593597254
HP0498_IgG,0.06601944066060178
HP1173_IgG,0.02684284831701595
HP1177_IgG,0.06194038155442138
HP0492_IgG,0.004423149167998117
clpP_IgG,0.04522748131103504
HP0231_IgG,0.05952049515827031
HP0571_IgG,0.04440004351125381
HP0103_IgG,-0.03449531340570564
H. Pylori185_IgG,0.025206110606328023
BZLF2_IgG,-0.10110716165231518
BVRF2_IgG,-0.19513208497095103
BGLF2_IgG,0.0034444287245978026
BOLF1_IgG,0.01901862807379919
EBNA-LP_IgG,-0.11033190020066717
BGLF5_IgG,0.02715927432671686
BBRF1_IgG,0.024077565428866517
BKRF4_IgG,-0.053099926904892986
BLRF2_IgG,-0.10457915667927253
